movement_id,employee_id,movement_date,movement_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_manager_id,new_manager_id,old_location,new_location,country,business_unit,segment
MOV00000953,2131,2023-09-15,Promotion,Sales,Sales,Floor Sales,Floor Sales,IC5,M2,859,2024,STORE-BR-008,STORE-BR-008,BR,Retail,retail_ops
MOV00000954,851,2023-09-15,Promotion,Sales,Sales,Key Accounts,Key Accounts,IC5,M2,1093,2024,HQ-BR-001,HQ-BR-001,BR,Retail,retail_ops
MOV00000955,1125,2023-09-15,Promotion,Store Operations,Store Operations,Security,Security,IC1,IC2,925,1183,STORE-BR-025,STORE-BR-025,BR,Retail,retail_ops
MOV00000956,1977,2023-09-15,Promotion,Visual Merchandising,Visual Merchandising,Store Design,Store Design,M1,M2,1924,700,STORE-BR-025,STORE-BR-025,BR,Retail,retail_ops
MOV00000957,1287,2023-09-15,Promotion,Regional Operations,Regional Operations,Region South,Region South,IC1,IC2,1118,2849,STORE-BR-022,STORE-BR-022,BR,Retail,retail_ops
MOV00000958,1101,2023-09-15,Promotion,Logistics,Logistics,Reverse Logistics,Reverse Logistics,IC1,IC2,276,2354,DC-BR-005,DC-BR-005,BR,Supply Chain,supply
MOV00000959,1798,2023-09-15,Promotion,Procurement,Procurement,Supplier Management,Supplier Management,IC1,IC2,1834,2507,STORE-CL-006,STORE-CL-006,CL,Supply Chain,supply
MOV00000960,526,2023-09-15,Promotion,Planning,Planning,Supply Planning,Supply Planning,IC1,IC2,452,2004,DC-AR-001,DC-AR-001,AR,Supply Chain,supply
MOV00000961,2001,2023-09-15,Promotion,Procurement,Procurement,Supplier Management,Supplier Management,IC2,IC3,319,1215,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000962,2136,2023-09-15,Promotion,Distribution Centers,Distribution Centers,Outbound,Outbound,IC2,IC3,665,2540,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000963,2033,2023-09-15,Promotion,Logistics,Logistics,Reverse Logistics,Reverse Logistics,IC1,IC2,2140,1883,STORE-AR-004,STORE-AR-004,AR,Supply Chain,supply
MOV00000964,335,2023-09-15,Promotion,Distribution Centers,Distribution Centers,Inventory,Inventory,M2,M3,2175,2175,DC-BR-003,DC-BR-003,BR,Supply Chain,supply
MOV00000965,1931,2023-09-15,Promotion,Customer Operations,Customer Operations,Order Support,Order Support,IC1,IC2,1050,946,SITE-BR-003,SITE-BR-003,BR,Customer,customer
MOV00000966,313,2023-09-15,Promotion,Procurement,Procurement,Indirect Procurement,Indirect Procurement,IC2,IC3,47,286,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000967,1848,2023-09-15,Promotion,Procurement,Procurement,Indirect Procurement,Indirect Procurement,M1,M2,692,2586,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000968,2037,2023-09-15,Promotion,Legal,Legal,Corporate Legal,Corporate Legal,M2,M3,1934,692,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000969,522,2023-09-15,Promotion,Marketing,Marketing,Brand,Brand,IC3,IC4,1846,1851,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000970,2338,2023-09-15,Promotion,Data & Analytics,Data & Analytics,Data Governance,Data Governance,IC3,IC4,82,416,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000971,28,2023-09-15,Promotion,Finance,Finance,FP&A,FP&A,IC2,IC3,906,566,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000972,2366,2023-09-15,Promotion,Marketing,Marketing,Content,Content,IC2,IC3,1805,1966,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000973,814,2023-09-15,Promotion,Strategy,Strategy,M&A,M&A,IC3,IC4,1476,193,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000974,1001,2023-09-15,Promotion,Marketing,Marketing,Content,Content,IC3,IC4,60,960,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
MOV00000975,1815,2023-09-15,Promotion,Data,Data,Data Science,Data Science,IC4,IC5,1735,1353,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000976,100,2023-09-15,Promotion,Marketplace Operations,Marketplace Operations,Quality,Quality,IC2,IC3,2427,2625,HQ-BR-001,HQ-BR-001,BR,Marketplace,digital
MOV00000977,1912,2023-09-15,Promotion,Product,Product,Product Management,Product Management,IC3,IC4,1513,570,DC-BR-003,DC-BR-003,BR,Digital,digital
MOV00000978,2203,2023-09-15,Promotion,UX,UX,Design System,Design System,IC2,IC3,2013,2013,HQ-AR-001,HQ-AR-001,AR,Digital,digital
MOV00000979,2363,2023-09-15,Promotion,E-commerce,E-commerce,Storefront,Storefront,IC2,IC3,1228,2632,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000980,1513,2023-09-15,Promotion,Product,Product,Product Ops,Product Ops,IC4,M1,570,482,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000981,1673,2023-09-15,Promotion,Data,Data,Analytics Engineering,Analytics Engineering,IC1,IC2,1403,994,HQ-BR-001,HQ-BR-001,BR,Digital,digital
MOV00000982,327,2023-09-15,Transfer,Legal,Customer Experience,Corporate Legal,CX Design,M1,M1,748,1978,HQ-BR-001,SITE-BR-003,BR,Customer,customer
MOV00000983,839,2023-09-15,Transfer,Customer Operations,Procurement,Order Support,Sourcing,IC2,IC2,541,2507,SITE-CL-001,DC-CL-001,CL,Supply Chain,supply
MOV00000984,1080,2023-09-15,Transfer,Store Operations,Store Operations,Stockroom,Cashier,IC3,IC3,1152,1846,STORE-BR-020,STORE-BR-002,BR,Retail,retail_ops
MOV00000985,1152,2023-09-15,Transfer,Store Operations,Risk,Store Management,Fraud,IC4,IC4,861,1199,STORE-BR-005,HQ-BR-001,BR,Corporate,corporate
MOV00000986,2010,2023-09-15,Transfer,Customer Operations,Regional Operations,Returns,Region Southeast,IC1,IC1,1491,1203,SITE-AR-001,STORE-AR-003,AR,Retail,retail_ops
MOV00000987,2766,2023-09-15,Transfer,Customer Service,Store Operations,Chat,Store Management,IC2,IC2,242,2498,SITE-BR-004,STORE-BR-006,BR,Retail,retail_ops
MOV00000988,2772,2023-09-15,Transfer,Logistics,UX,Transportation,Research,IC1,IC1,2672,2451,DC-BR-005,HQ-BR-001,BR,Digital,digital
MOV00000989,2827,2023-09-15,Transfer,Sales,Store Operations,Floor Sales,Store Management,IC1,IC1,2101,1125,STORE-BR-015,STORE-BR-032,BR,Retail,retail_ops
MOV00000990,591,2023-09-15,Lateral Move,Legal,Customer Operations,Labor Legal,Order Support,IC2,IC2,1164,1174,HQ-BR-001,SITE-BR-002,BR,Customer,customer
MOV00000991,1441,2023-09-15,Lateral Move,Store Operations,Store Operations,Cashier,Stockroom,IC1,IC1,959,2762,STORE-CO-004,STORE-CO-002,CO,Retail,retail_ops
MOV00000992,1851,2023-09-15,Lateral Move,Marketing,Visual Merchandising,Performance,Merchandising,M1,M1,1462,1977,HQ-BR-001,STORE-BR-016,BR,Retail,retail_ops
MOV00000993,2521,2023-09-15,Lateral Move,Visual Merchandising,Visual Merchandising,Store Design,Merchandising,M2,M2,700,700,STORE-BR-006,STORE-BR-002,BR,Retail,retail_ops
MOV00000994,72,2023-10-15,Transfer,Visual Merchandising,Procurement,Merchandising,Sourcing,IC1,IC1,1670,2817,STORE-BR-010,DC-BR-001,BR,Supply Chain,supply
MOV00000995,516,2023-10-15,Transfer,Customer Experience,Marketplace Technology,Voice of Customer,Seller Platform,IC4,IC4,552,2247,SITE-BR-002,HQ-BR-001,BR,Marketplace,digital
MOV00000996,1488,2023-10-15,Transfer,Procurement,Customer Operations,Sourcing,Returns,IC3,IC3,1518,2803,DC-BR-006,SITE-BR-004,BR,Customer,customer
MOV00000997,1708,2023-10-15,Transfer,Procurement,Risk,Supplier Management,Fraud,IC1,IC1,1212,2695,DC-BR-006,HQ-BR-001,BR,Corporate,corporate
MOV00000998,2226,2023-10-15,Transfer,Regional Operations,Visual Merchandising,Region Southeast,Store Design,IC1,IC1,2206,1700,STORE-AR-008,STORE-CO-002,CO,Retail,retail_ops
MOV00000999,2484,2023-10-15,Lateral Move,Finance,Planning,Accounting,Supply Planning,M1,M1,945,264,HQ-BR-001,DC-BR-003,BR,Supply Chain,supply
MOV00001000,2653,2023-10-15,Lateral Move,Marketplace Operations,Data & Analytics,Onboarding,Data Governance,IC2,IC2,2194,735,HQ-BR-001,HQ-BR-001,BR,Corporate,corporate
